text_clean	user.screen_name	unique_id	text_clean_english	text_clean_emojistranslated
non ho mai letto mezza critica sensata nei confronti di sarri e dire che di cose da criticare ce ne sono ma c’è modo e modo anche per fare quello ma no sarri potrebbe trovare il vaccino per il covid e certa gente direbbe che allegri l’avrebbe trovato prima	ohmyramsey	G_427	I've never read half a sensible criticism of sarri and to say that there are some things to criticize but there is also a way and a way to do that but no, sarri could find the vaccine for covid and some people would say that happy the would have found sooner	I've never read half a sensible criticism of sarri and to say that there are some things to criticize but there is also a way and a way to do that but no, sarri could find the vaccine for covid and some people would say that happy the would have found sooner
Se dici che i lockdown non servono a nulla, sei un negazionista.  Se dici che il super green pass è discriminatorio, sei un no-vax da incatenare. Se provi a ragionare sulla guerra Russia-Ucraina, sei filo-Putin. Se non dici quello che vogliono loro, sei un nemico da abbattere.	GiuseppePalma78	GG_242	If you say lockdowns are useless, you are a denier. If you say that the super green pass is discriminatory, you are a no-vax to be chained. If you try to think about the Russia-Ukraine war, you are pro-Putin. If you don't tell them what they want, you are an enemy to be brought down.	If you say lockdowns are useless, you are a denier. If you say that the super green pass is discriminatory, you are a no-vax to be chained. If you try to think about the Russia-Ukraine war, you are pro-Putin. If you don't tell them what they want, you are an enemy to be brought down.
"Andrò a vaccinarmi indossando una maglietta con su scritto ""IO NON MI VACCINO""  Coerenza merda, sempre. Non me chiamo Calenda."	RealHumanBean_7	R_402	I'm going to get vaccinated wearing a shirt that says ′′ I DON ' T VACCIN ′′ Consistency shit, always. My name is not Calenda.	I'm going to get vaccinated wearing a shirt that says ′′ I DON ' T VACCIN ′′ Consistency shit, always. My name is not Calenda.
La campagna vaccinale è stata un successo. Il vaccino funziona e i contagi sono diminuiti. Si vede 😂😂😂😂😂 Buffoni!   #STATODIEMERGENZA	Angie_Pinkmeup	X_433	The vaccination campaign was a success. The vaccine works and the infections have decreased. It shows 😂😂😂😂😂 Buffoons! #STATODIEMERGENCY	The vaccination campaign was a success. The vaccine works and the infections have decreased. It shows :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy: Buffoons! #STATODIEMERGENCY
"Coronavirus, a Pomezia si studia il vaccino: ""Così costruiamo le difese dell'uomo"" "	RepubblicaTv	C_11	"Coronavirus, the vaccine is being studied in Pomezia: ""This is how we build man's defenses"""	"Coronavirus, the vaccine is being studied in Pomezia: ""This is how we build man's defenses"""
"Vaccino ai bambini, il Giappone lancia l’allarme: ""Rischio di gravi effetti collaterali""  via ://twitter.com/gparagone"	NelaBombelli	X_389	"Vaccine for children, Japan raises the alarm: ""Risk of serious side effects"" via ://twitter.com/gparagone"	"Vaccine for children, Japan raises the alarm: ""Risk of serious side effects"" via ://twitter.com/gparagone"
Siamo nel mezzo di una pandemia che assorbe gran parte delle risorse ed energie preventive a disposizione del Sistema Sanitario Nazionale. Un problema che colpisce non solo la salute dei bambini ma siconferma anche nelle vaccinazioni dell’adulto e   	salutegreen24	Y_144	We are in the midst of a pandemic that absorbs a large part of the preventive resources and energies available to the National Health System. A problem that affects not only the health of children but is also confirmed in adult vaccinations and	We are in the midst of a pandemic that absorbs a large part of the preventive resources and energies available to the National Health System. A problem that affects not only the health of children but is also confirmed in adult vaccinations and
#ottoemezzo grande #Cacciari #vaccini #multinazionali #speculatori #europa #ristori #licenziamenti ....tutto!	GIULIANA7G	O_136	#ottoemezzo grande #Hunters #vaccines #multinationals #speculators #europe #refreshments #layoffs .... everything!	#ottoemezzo grande #Hunters #vaccines #multinationals #speculators #europe #refreshments #layoffs .... everything!
Terni, addio a Lollo: «Per sempre con noi» | umbriaON un’altro ragazzo vaccinato #fermatequestipazzi #mettevelialculoquestisieridelcazzo 	compierchiogius	W_151	Terni, goodbye to Lollo: «Forever with us» | umbriaON another vaccinated boy #fermatequestipazzi #mettevelialculoquestisieridelcazzo	Terni, goodbye to Lollo: «Forever with us» | umbriaON another vaccinated boy #fermatequestipazzi #mettevelialculoquestisieridelcazzo
Sono finalmente riuscita a prenotarmi il vaccino dopo quasi un mese dato che il CUP della farmacia continuava ad avere problemi con il portale per la mia fascia d’età	wuxlng	S_380	I finally managed to book the vaccine after almost a month as the pharmacy CUP kept having problems with the portal for my age group	I finally managed to book the vaccine after almost a month as the pharmacy CUP kept having problems with the portal for my age group
"Video ""Devo fare questo video perche' ne  ho bisogno. La TV e il vaccino sono le cose che hanno appena ucciso mio padre e stanno facendo lo stesso con mia madre ,ormai moribonda"" "	Vito68122235	FF_377	"Video ""I have to make this video because I need it. TV and the vaccine are the things that just killed my father and are doing the same to my now dying mother"""	"Video ""I have to make this video because I need it. TV and the vaccine are the things that just killed my father and are doing the same to my now dying mother"""
Vaccine vacche time ki herd immunity sadinchela undi society	OnlyFrPSPK	G_465	Vaccine vacche time ki herd immunity sadinchela undi society	Vaccine vacche time ki herd immunity sadinchela undi society
E poi ha secretato i documenti sui vaccini... Cuntachintedemmerda!!! 	BugieAllaRovesc	GG_134	And then he secreted the documents about the vaccines... Contachintedemerda!!!	And then he secreted the documents about the vaccines... Contachintedemerda!!!
Ad oggi Norvegia ha vaccinato 33mila persone.  Secondo il piano vaccinale norvegese, le prime categorie da vaccinare sono:  - ospiti RSA e personale sanitario selezionato  - 85+  - 75-84  2/n  	diabolicus23	M_332	To date, Norway has vaccinated 33,000 people. According to the Norwegian vaccination plan, the first categories to be vaccinated are: - RSA guests and selected healthcare personnel - 85+ - 75-84 2/n	To date, Norway has vaccinated 33,000 people. According to the Norwegian vaccination plan, the first categories to be vaccinated are: - RSA guests and selected healthcare personnel - 85+ - 75-84 2/n
"Covid, Ilaria Capua: ""Vaccino poteva essere pronto in 6 mesi"" "	infoitsalute	G_11	"Covid, Ilaria Capua: ""Vaccine could be ready in 6 months"""	"Covid, Ilaria Capua: ""Vaccine could be ready in 6 months"""
Covid: 2,6 mln di vaccini fermi in frigo, 'no ritardi ma scorte per richiami e nuovi arrivi': Roma, 7 apr. (Adnkronos Salute) - C'è un dato che allarma nella corsa della campagna vaccinale verso l'obiettivo delle 500mila immunizzazioni al giorno: 2,6...  	giornaleradiofm	P_250	Covid: 2.6 million vaccines still in the fridge, 'no delays but stocks for recalls and new arrivals': Rome, 7 April. (Adnkronos Salute) - There is an alarming figure in the race of the vaccination campaign towards the goal of 500,000 immunizations per day: 2.6...	Covid: 2.6 million vaccines still in the fridge, 'no delays but stocks for recalls and new arrivals': Rome, 7 April. (Adnkronos Salute) - There is an alarming figure in the race of the vaccination campaign towards the goal of 500,000 immunizations per day: 2.6...
"Coronavirus, Veneto a contagio zero, ma commissario Arcuri avverte: ""Non è finita, finirà solo quando ci sarà vaccino. Bene App Immuni, scaricatela""  "	ilgiornale	F_336	"Coronavirus, Veneto with zero contagion, but Commissioner Arcuri warns: ""It's not over, it will only end when there is a vaccine. Good Immuni App, download it"""	"Coronavirus, Veneto with zero contagion, but Commissioner Arcuri warns: ""It's not over, it will only end when there is a vaccine. Good Immuni App, download it"""
#andria #news Vaccini, consegnate oggi nella Bat altre 20mila dosi Pfizer - Andria news24city 	andria_news	R_133	#andria #news Vaccines, another 20 thousand Pfizer doses delivered today in the Bat - Andria news24city	#andria #news Vaccines, another 20 thousand Pfizer doses delivered today in the Bat - Andria news24city
Volontaria per vaccino anti Covid, dopo un mese “Mi sento molto bene” 	infoitsalute	F_312	"Volunteer for the anti Covid vaccine, after a month ""I feel very good"""	"Volunteer for the anti Covid vaccine, after a month ""I feel very good"""
È importante che l'Asp di #ReggioCalabria si doti subito di strumenti adeguati per la prenotazione telematica, al fine di evitare code e rischio assembramenti, ripristinando le condizioni di sicurezza per i cittadini fruitori del servizio di vaccinazione. 	g_falcomata	D_450	It is important that the Asp of #ReggioCalabria immediately equip itself with adequate tools for telematic booking, in order to avoid queues and risk of gatherings, restoring the safety conditions for citizens who use the vaccination service.	It is important that the Asp of #ReggioCalabria immediately equip itself with adequate tools for telematic booking, in order to avoid queues and risk of gatherings, restoring the safety conditions for citizens who use the vaccination service.
#Piemonte 12/03/21 ROSSO #COVID  ▪️Terapie intensive: + 4 ▪️Morti: + 1 Dov'è l'emergenza❓  Mi piacerebbe avere due dati da aggiungere:  ▪️Eventi avversi da vaccino: ...... ▪️Morti #NessunaCorrelazione: ......  Grazie a chi vorrà completare questo scema  La rana è bollita	FmMosca	O_310	#Piedmont 12/03/21 RED #COVID ▪️ Intensive care: + 4 ▪️ Deaths: + 1 Where is the emergency ❓ I'd like to have two data to add: ▪️ Adverse vaccine events: ...... ▪️ Deaths #NoCorrelation: ...... Thanks to whoever wants to complete this silly The frog is boiled	#Piedmont 12/03/21 RED #COVID :black_small_square: Intensive care: + 4 :black_small_square: Deaths: + 1 Where is the emergency :red_question_mark: I'd like to have two data to add: :black_small_square: Adverse vaccine events: ...... :black_small_square: Deaths #NoCorrelation: ...... Thanks to whoever wants to complete this silly The frog is boiled
"bisogna scrivere subito  che non c'è connessione col vaccino   senza aggiungere ""ANCORA,  E CHE LA NEGHEREMO SEMPRE !!!! ""   Miami, morto noto ginecologo. ""Si sentì male 3 giorni dopo il vaccino Pfizer"" -  "	rosaca	M_152	"we must immediately write that there is no connection with the vaccine without adding ""STILL, AND WE WILL ALWAYS DENIAL IT !!!! "" Miami, known gynecologist died. ""He felt sick 3 days after the Pfizer vaccine"" -"	"we must immediately write that there is no connection with the vaccine without adding ""STILL, AND WE WILL ALWAYS DENIAL IT !!!! "" Miami, known gynecologist died. ""He felt sick 3 days after the Pfizer vaccine"" -"
🔴#Piemonte #Covid_19 #31maggio   126 casi positivi su 3.129 tamponi molecolari (4% positivi), 333 guariti e 7 decessi. Crescono le terapie intensive (+1, 81) mentre scendono i ricoveri (-31, 594).  #Vaccinati +28.209 dosi (2.502.536 tot.)   	lucarango88	Q_339	🔴#Piemonte #Covid_19 #31May 126 positive cases out of 3,129 molecular swabs (4% positive), 333 recovered and 7 deaths. Intensive care is growing (+1, 81) while hospitalizations are falling (-31, 594). #Vaccinated +28,209 doses (2,502,536 tot.)	:red_circle:#Piemonte #Covid_19 #31May 126 positive cases out of 3,129 molecular swabs (4% positive), 333 recovered and 7 deaths. Intensive care is growing (+1, 81) while hospitalizations are falling (-31, 594). #Vaccinated +28,209 doses (2,502,536 tot.)
La situazione è molto grave :Reazione avversa di un ragazzino di 12 anni al vaccino CV  in #Malesia #Speranza 	GestriLoris	V_474	The situation is very serious : Adverse reaction of a 12-year-old boy to the CV vaccine in #Malaysia #Hope	The situation is very serious : Adverse reaction of a 12-year-old boy to the CV vaccine in #Malaysia #Hope
BROGLI E NON E' LA PRIMA VOLTA ...IN FRANCIA - CONTINUA LA GUERRA BIOLOGICA DEI VACCINI IN ITALIA...	LICIO15	BB_308	BROGLI AND IT'S NOT THE FIRST TIME... IN FRANCE - THE BIOLOGICAL WAR OF VACCINES CONTINUES IN ITALY...	BROGLI AND IT'S NOT THE FIRST TIME... IN FRANCE - THE BIOLOGICAL WAR OF VACCINES CONTINUES IN ITALY...
Gran Bretagna, crescono contagi e mortalità: «Pesa l’effetto Europei»-  😂😂😂 europei? Vaccino perché non lo dite!!! 	BettaninManuela	T_475	Great Britain, infections and mortality are growing: «The European effect weighs»- 😂😂😂 Europeans? Vaccine why don't you say!!!	Great Britain, infections and mortality are growing: «The European effect weighs»- :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy: Europeans? Vaccine why don't you say!!!
Ho appena ricevuto la quarta dose. Consiglio a tutti di farla per proteggere noi e gli altri. Il covid sta tornando…  La quarta dose è il nostro scudo. I vaccini salvano vite. #quartadose #vaccino #VACCINATEVI	Mion3Luca	GG_253	I just received the fourth dose. I advise everyone to do it to protect us and others. covid is coming back... The fourth dose is our shield. Vaccines save lives. #quartadose #vaccine #VACCIN YOURSELF	I just received the fourth dose. I advise everyone to do it to protect us and others. covid is coming back... The fourth dose is our shield. Vaccines save lives. #quartadose #vaccine #VACCIN YOURSELF
"Piero Angela: “Fidiamoci degli esperti senza cambiare vita”.  Il giornalista: ""Questa è una epidemia seria, ma in attesa del vaccino le cure ci sono e funzionano. Bisogna evitare le fake news che drammatizzano"" #COVIDー19 "	LaPrimaManina	B_48	"Piero Angela: ""Let's trust the experts without changing our lives"". The journalist: ""This is a serious epidemic, but while waiting for the vaccine, the treatments are there and they work. We must avoid the fake news that dramatize"" #COVIDー19"	"Piero Angela: ""Let's trust the experts without changing our lives"". The journalist: ""This is a serious epidemic, but while waiting for the vaccine, the treatments are there and they work. We must avoid the fake news that dramatize"" #COVIDー19"
Ma l'Inghilterra non aveva iniziato il piano vaccinale ? allora il vaccino non funziona se i casi aumentano  #staseraitalia #nonelarena	Ariel2575	L_52	But hadn't England started the vaccination plan? then the vaccine doesn't work if the cases increase #staseraitalia #nonelarena	But hadn't England started the vaccination plan? then the vaccine doesn't work if the cases increase #staseraitalia #nonelarena
Stamattina in strada c'è stavo solo io con la mascherina!😄 non mi sono fatta tutti i vaccini quindi preferisco portarla!😉 non mi da fastidio! Anche perche' il virus e' ancora in giro e voglio star tranquilla!😉	an_gy2289	CC_393	This morning there was only me on the street with a mask! 😄 I haven't had all the vaccines so I prefer to wear it! 😉 it doesn't bother me! Also because the virus is still around and I want to stay calm!😉	This morning there was only me on the street with a mask! :grinning_face_with_smiling_eyes: I haven't had all the vaccines so I prefer to wear it! :winking_face: it doesn't bother me! Also because the virus is still around and I want to stay calm!:winking_face:
"Vaccino Covid, Locatelli: ""Per fine marzo 13 milioni dosi"": Il presidente del Consiglio superiore di sanità: ""Che la variante inglese diventi nella prossima settimana prevalente nel paese è largamente prevedibile""  "	fisco24_info	N_6	"Covid vaccine, Locatelli: ""13 million doses by the end of March"": The president of the Higher Health Council: ""That the English variant will become prevalent in the country next week is largely predictable"""	"Covid vaccine, Locatelli: ""13 million doses by the end of March"": The president of the Higher Health Council: ""That the English variant will become prevalent in the country next week is largely predictable"""
#Sovranisti scatenati perchè le case #farmaceutiche che sperimentano il #vaccino stanno aumentando di valore in #BORSA. Non capiscono che è una buona notizia. Non solo per la cura. Ma anche per tutti quelli, tantissimi, che acquistano i titoli.	AndreaLompio53	B_11	#Sovereignists unleashed because the #pharmaceutical companies experimenting with the #vaccine are increasing in value in the #BASE. They don't understand that it's good news. Not just for the cure. But also for all those, many, who buy the securities.	#Sovereignists unleashed because the #pharmaceutical companies experimenting with the #vaccine are increasing in value in the #BASE. They don't understand that it's good news. Not just for the cure. But also for all those, many, who buy the securities.
MA LA MANIFESTAZIONE X TUTTI I MORTI POST- VACCINO....in ITALIA,quando si fa????? In EUROPA si muovono tutti....NOI STATICI ,COME SEMPRE!!!!!!	CARLA78120656	EE_251	BUT THE EVENT FOR ALL THE DEAD POST-VACCINE.... in ITALY, when is it done????? In EUROPE everyone moves....WE STATICS, AS ALWAYS!!!!!!	BUT THE EVENT FOR ALL THE DEAD POST-VACCINE.... in ITALY, when is it done????? In EUROPE everyone moves....WE STATICS, AS ALWAYS!!!!!!
Quanto manca al termine delle vaccinazioni #AntiCovid?   Con la media attuale di #vaccinazioni ci vorranno 𝟭𝟯𝟬𝟱 𝗴𝗶𝗼𝗿𝗻𝗶 per le prime somministrazioni.  Per i richiami,  𝟵 𝗴𝗶𝗼𝗿𝗻𝗶.  Segui il nostro contatore:   #COVID19 #2febbraio #coronavirus 	Zeta_Luiss	N_242	How long until the end of the #AntiCovid vaccinations? With the current average of #vaccinations, it will take 10,000 for the first administrations. For recalls, 𝟵 𝗴𝗶𝗼𝗿𝗻𝗶. Follow our counter: #COVID19 #2 February #coronavirus	How long until the end of the #AntiCovid vaccinations? With the current average of #vaccinations, it will take 10,000 for the first administrations. For recalls, 𝟵 𝗴𝗶𝗼𝗿𝗻𝗶. Follow our counter: #COVID19 #2 February #coronavirus
